Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA
Shawn Parker,Bundesliga,"DF,MF",24.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,1.0,1.0,0.0,0.0
Sheraldo Becker,Bundesliga,"FW,MF",25.0,28.0,19.0,17.2,3.0,4.0,3.0,0.0,38.0,14.0,269.0,431.0,24.0,16.0,21.0,35.0
Sheyi Ojo,Ligue 1,"FW,MF",21.0,15.0,3.0,5.2,0.0,0.0,0.0,0.0,13.0,6.0,66.0,106.0,4.0,4.0,14.0,10.0
Shinji Kagawa,Bundesliga,MF,29.0,21.0,13.0,14.1,5.0,2.0,0.0,0.0,28.0,11.0,714.0,840.0,22.0,23.0,10.0,6.0
Shinji Okazaki,La Liga,"FW,MF",34.0,63.0,27.0,26.599999999999998,7.0,3.0,3.0,0.0,47.0,21.0,425.0,581.0,21.0,7.0,27.0,7.0
Shkodran Mustafi,Premier League,DF,28.0,76.0,69.0,68.2,5.0,2.0,17.0,0.0,47.0,18.0,3618.0,4337.0,11.0,18.0,15.0,1.0
Shon Weissman,La Liga,FW,24.0,15.0,10.0,9.9,3.0,0.0,1.0,0.0,16.0,8.0,87.0,129.0,4.0,3.0,4.0,3.0
Sidnei,La Liga,DF,31.0,66.0,60.0,57.400000000000006,3.0,1.0,10.0,0.0,24.0,7.0,2821.0,3225.0,5.0,12.0,33.0,8.0
Sidy Sarr,Ligue 1,MF,24.0,29.0,16.0,16.6,0.0,2.0,7.0,0.0,25.0,7.0,497.0,663.0,12.0,7.0,16.0,0.0
Silas Wamangituka,Bundesliga,"DF,FW",21.0,16.0,15.0,13.4,9.0,3.0,5.0,0.0,28.0,9.0,234.0,325.0,16.0,16.0,28.0,22.0
Silvan Widmer,Serie A,"DF,MF",24.0,24.0,18.0,18.1,3.0,2.0,2.0,0.0,11.0,3.0,686.0,962.0,18.0,22.0,10.0,7.0
Silvio Proto,Serie A,GK,35.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,45.0,65.0,0.0,0.0,0.0,0.0
Simeon Nwankwo,Serie A,FW,28.0,41.0,26.0,29.5,13.0,2.0,2.0,0.0,58.0,22.0,478.0,649.0,24.0,6.0,38.0,14.0
Simon Asta,Bundesliga,DF,17.0,2.0,1.0,1.1,0.0,0.0,1.0,0.0,2.0,0.0,26.0,42.0,0.0,0.0,2.0,0.0
Simon Banza,Ligue 1,FW,24.0,18.0,6.0,8.1,3.0,1.0,2.0,0.0,21.0,9.0,108.0,150.0,5.0,3.0,4.0,1.0
Simon Falette,Bundesliga,DF,27.0,36.0,34.0,33.300000000000004,1.0,0.0,10.0,1.0,19.0,3.0,1257.0,1656.0,7.0,6.0,9.0,1.0
Simon Francis,Premier League,DF,34.0,64.0,54.0,54.599999999999994,0.0,3.0,15.0,3.0,19.0,2.0,2319.0,3169.0,40.0,49.0,20.0,2.0
Simon Kjær,Serie A,DF,31.0,79.0,74.0,68.89999999999999,2.0,1.0,13.0,0.0,39.0,9.0,2714.0,3157.0,8.0,10.0,4.0,0.0
Simon Mignolet,Premier League,GK,29.0,19.0,19.0,19.0,0.0,0.0,3.0,0.0,0.0,0.0,379.0,519.0,0.0,0.0,2.0,0.0
Simon Moore,Premier League,GK,29.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,48.0,0.0,0.0,0.0,0.0
Simon Rhein,Bundesliga,MF,20.0,8.0,7.0,5.5,0.0,0.0,1.0,1.0,1.0,0.0,231.0,278.0,0.0,2.0,7.0,1.0
Simon Skrabb,Serie A,"MF,FW",24.0,10.0,3.0,2.9,0.0,0.0,1.0,0.0,3.0,1.0,72.0,98.0,2.0,6.0,2.0,0.0
Simon Sohm,Serie A,"MF,FW",19.0,13.0,5.0,6.7,0.0,0.0,1.0,0.0,2.0,0.0,285.0,327.0,3.0,3.0,7.0,1.0
Simon Terodde,Bundesliga,"FW,MF",31.0,53.0,31.0,32.5,10.0,2.0,8.0,0.0,81.0,26.0,439.0,672.0,28.0,8.0,10.0,12.0
Simon Zoller,Bundesliga,"MF,FW",26.0,17.0,12.0,10.7,2.0,1.0,3.0,0.0,12.0,4.0,219.0,310.0,13.0,8.0,11.0,6.0
Simone Bastoni,Serie A,DF,24.0,9.0,9.0,7.5,0.0,3.0,2.0,0.0,8.0,0.0,384.0,481.0,9.0,9.0,9.0,1.0
Simone Calvano,Serie A,MF,24.0,15.0,7.0,7.2,0.0,0.0,1.0,0.0,4.0,0.0,188.0,242.0,2.0,1.0,8.0,0.0
Simone Colombi,Serie A,GK,28.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,98.0,0.0,0.0,0.0,0.0
Simone Edera,Serie A,"DF,MF",24.0,36.0,10.0,11.700000000000001,2.0,2.0,5.0,1.0,34.0,17.0,285.0,373.0,15.0,9.0,21.0,8.0
Simone Iacoponi,Serie A,DF,33.0,88.0,83.0,82.39999999999999,2.0,0.0,14.0,1.0,27.0,6.0,2714.0,3383.0,16.0,9.0,24.0,2.0
Simone Lo Faso,Serie A,FW,19.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,29.0,31.0,1.0,0.0,5.0,0.0
Simone Missiroli,Serie A,MF,33.0,103.0,97.0,94.0,2.0,1.0,20.0,0.0,53.0,11.0,3469.0,4259.0,73.0,56.0,75.0,8.0
Simone Muratore,Serie A,MF,21.0,4.0,2.0,1.8,0.0,0.0,0.0,0.0,4.0,2.0,124.0,136.0,4.0,2.0,1.0,0.0
Simone Padoin,Serie A,"DF,MF",34.0,67.0,59.0,55.8,1.0,2.0,6.0,0.0,19.0,4.0,1798.0,2396.0,51.0,59.0,26.0,10.0
Simone Palombi,Serie A,FW,21.0,1.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,1.0,1.0,2.0,0.0
Simone Pinna,Serie A,DF,21.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0,78.0,2.0,2.0,0.0,0.0
Simone Pontisso,Serie A,MF,20.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,14.0,15.0,0.0,0.0,1.0,0.0
Simone Rabbi,Serie A,FW,19.0,4.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,7.0,10.0,0.0,1.0,0.0,0.0
Simone Romagnoli,Serie A,DF,27.0,8.0,6.0,6.2,0.0,0.0,1.0,0.0,0.0,0.0,232.0,287.0,1.0,2.0,1.0,0.0
Simone Scuffet,Serie A,GK,22.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,257.0,406.0,0.0,0.0,0.0,0.0
Simone Verdi,Serie A,"FW,MF",28.0,104.0,78.0,71.1,16.0,19.0,9.0,0.0,183.0,56.0,2040.0,2910.0,130.0,97.0,170.0,42.0
Simone Zaza,Serie A,FW,29.0,95.0,56.0,63.2,24.0,6.0,25.0,3.0,197.0,80.0,791.0,1179.0,41.0,19.0,44.0,32.0
Sinaly Diomande,Ligue 1,DF,19.0,15.0,5.0,5.7,0.0,0.0,1.0,0.0,6.0,1.0,257.0,298.0,1.0,1.0,4.0,0.0
Sinan Gümüş,Serie A,FW,25.0,3.0,1.0,1.1,0.0,0.0,0.0,0.0,3.0,2.0,28.0,32.0,0.0,0.0,1.0,3.0
Siriki Sanogo,Serie A,MF,15.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,2.0,0.0,12.0,16.0,0.0,0.0,2.0,0.0
Sloan Privat,Ligue 1,FW,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Slobodan Medojević,Bundesliga,MF,26.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0
Sofian Chakla,La Liga,DF,27.0,3.0,2.0,2.1,0.0,0.0,1.0,0.0,2.0,0.0,83.0,102.0,0.0,0.0,0.0,0.0
Sofian Kiyine,Serie A,"MF,DF",20.0,23.0,9.0,9.1,0.0,1.0,7.0,0.0,21.0,3.0,285.0,368.0,9.0,13.0,37.0,5.0
Sofiane Alakouch,Ligue 1,DF,22.0,51.0,46.0,42.800000000000004,1.0,2.0,8.0,0.0,24.0,6.0,1740.0,2214.0,40.0,30.0,58.0,12.0
Sofiane Boufal,Ligue 1,"FW,MF",27.0,86.0,48.0,48.300000000000004,6.0,7.0,10.0,0.0,104.0,34.0,1411.0,1885.0,76.0,83.0,336.0,79.0
Sofiane Diop,Ligue 1,"MF,FW",20.0,33.0,24.0,23.2,5.0,0.0,4.0,0.0,38.0,12.0,731.0,947.0,28.0,20.0,48.0,16.0
Sofyan Amrabat,Serie A,MF,24.0,51.0,50.0,49.0,1.0,1.0,13.0,2.0,25.0,9.0,2379.0,2694.0,38.0,43.0,111.0,6.0
Sokratis Papastathopoulos,Premier League,DF,31.0,74.0,72.0,69.6,5.0,2.0,23.0,1.0,31.0,7.0,3738.0,4205.0,10.0,14.0,19.0,1.0
Sol Bamba,Premier League,DF,33.0,28.0,28.0,27.5,4.0,1.0,7.0,0.0,21.0,8.0,397.0,580.0,4.0,3.0,16.0,0.0
Solly March,Premier League,DF,26.0,108.0,75.0,76.5,4.0,8.0,6.0,0.0,110.0,30.0,2146.0,3114.0,90.0,104.0,149.0,73.0
Somália,Ligue 1,"MF,FW",28.0,27.0,23.0,22.2,1.0,0.0,2.0,0.0,26.0,9.0,467.0,631.0,18.0,11.0,36.0,11.0
Son,La Liga,DF,26.0,13.0,5.0,5.9,0.0,0.0,1.0,0.0,3.0,2.0,239.0,314.0,6.0,11.0,9.0,1.0
Son Heung-min,Premier League,FW,28.0,116.0,96.0,92.80000000000001,47.0,28.0,2.0,3.0,262.0,120.0,2548.0,3177.0,144.0,98.0,214.0,161.0
Sory Kaba,Ligue 1,"FW,MF",23.0,9.0,2.0,2.6,0.0,0.0,0.0,0.0,1.0,0.0,51.0,72.0,3.0,3.0,9.0,1.0
Soualiho Meïté,Serie A,MF,26.0,103.0,80.0,80.30000000000001,4.0,9.0,12.0,1.0,74.0,20.0,2677.0,3223.0,81.0,59.0,179.0,16.0
Souleyman Doumbia,Ligue 1,DF,24.0,28.0,27.0,26.6,0.0,1.0,7.0,0.0,5.0,1.0,1139.0,1403.0,16.0,14.0,39.0,3.0
Souleymane Camara,Ligue 1,"FW,MF",36.0,49.0,8.0,13.700000000000001,5.0,1.0,1.0,0.0,30.0,14.0,238.0,353.0,17.0,10.0,12.0,4.0
Stanislav Lobotka,Serie A,MF,26.0,110.0,87.0,86.90000000000002,0.0,1.0,6.0,0.0,28.0,7.0,4531.0,5037.0,46.0,30.0,84.0,7.0
Stanley N'Soki,Ligue 1,DF,21.0,42.0,33.0,33.3,0.0,1.0,8.0,0.0,8.0,1.0,2109.0,2378.0,11.0,12.0,52.0,1.0
Stanley Segarel,Ligue 1,"FW,MF",24.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
Steeve Yago,Ligue 1,DF,24.0,21.0,16.0,17.5,0.0,0.0,7.0,0.0,1.0,1.0,535.0,697.0,5.0,8.0,8.0,2.0
Steeve-Mike Ebongue,Serie A,MF,19.0,2.0,0.0,0.4,0.0,1.0,0.0,0.0,0.0,0.0,15.0,19.0,1.0,1.0,0.0,0.0
Stef Peeters,Ligue 1,MF,26.0,27.0,16.0,16.8,0.0,3.0,4.0,0.0,21.0,7.0,489.0,734.0,39.0,9.0,7.0,7.0
Stefan Bajic,Ligue 1,GK,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0
Stefan Bell,Bundesliga,DF,29.0,52.0,51.0,51.0,1.0,0.0,15.0,0.0,31.0,9.0,1670.0,2139.0,28.0,24.0,18.0,0.0
Stefan Ilsanker,Bundesliga,MF,31.0,72.0,47.0,47.60000000000001,3.0,2.0,17.0,2.0,29.0,5.0,2221.0,2722.0,25.0,26.0,11.0,2.0
Stefan Johansen,Premier League,MF,27.0,12.0,4.0,4.6,0.0,0.0,4.0,0.0,1.0,0.0,192.0,250.0,1.0,4.0,4.0,0.0
Stefan Kießling,Bundesliga,"FW,DF",33.0,8.0,0.0,0.9,0.0,0.0,0.0,0.0,3.0,0.0,14.0,24.0,2.0,0.0,1.0,1.0
Stefan Lainer,Bundesliga,DF,28.0,48.0,46.0,45.0,2.0,3.0,11.0,0.0,28.0,8.0,1752.0,2443.0,57.0,66.0,58.0,15.0
Stefan Mitrović,Ligue 1,DF,30.0,71.0,70.0,69.30000000000001,2.0,1.0,13.0,3.0,24.0,8.0,2612.0,2871.0,6.0,1.0,3.0,0.0
Stefan Ortega,Bundesliga,GK,28.0,17.0,17.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,658.0,922.0,3.0,5.0,0.0,0.0
Stefan Posch,Bundesliga,DF,23.0,67.0,65.0,61.6,0.0,0.0,24.0,1.0,39.0,11.0,3033.0,3664.0,14.0,26.0,22.0,1.0
Stefan Savić,La Liga,DF,30.0,81.0,79.0,77.0,0.0,2.0,23.0,1.0,17.0,2.0,2748.0,3325.0,7.0,11.0,5.0,0.0
Stefan Simić,Serie A,DF,22.0,9.0,6.0,6.2,0.0,0.0,2.0,0.0,2.0,1.0,171.0,215.0,0.0,0.0,0.0,0.0
Stefan de Vrij,Serie A,DF,28.0,114.0,111.0,108.3,13.0,3.0,12.0,0.0,56.0,23.0,5322.0,5797.0,23.0,18.0,27.0,0.0
Stefano Denswil,Serie A,DF,27.0,31.0,26.0,26.2,0.0,1.0,7.0,1.0,10.0,1.0,1156.0,1345.0,9.0,9.0,9.0,1.0
Stefano Okaka,Serie A,FW,31.0,74.0,50.0,50.300000000000004,17.0,5.0,18.0,0.0,101.0,29.0,888.0,1179.0,56.0,25.0,92.0,33.0
Stefano Piccinini,Serie A,DF,16.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,20.0,22.0,1.0,1.0,0.0,0.0
Stefano Sabelli,Serie A,DF,26.0,36.0,36.0,35.2,0.0,3.0,5.0,0.0,14.0,4.0,1454.0,1981.0,38.0,54.0,29.0,3.0
Stefano Sensi,Serie A,MF,25.0,65.0,43.0,44.4,7.0,6.0,12.0,1.0,96.0,26.0,2223.0,2693.0,85.0,40.0,66.0,14.0
Stefano Sorrentino,Serie A,GK,39.0,69.0,69.0,69.0,0.0,0.0,4.0,0.0,0.0,0.0,1307.0,2030.0,2.0,0.0,0.0,0.0
Stefano Sturaro,Serie A,MF,27.0,39.0,32.0,28.0,3.0,2.0,9.0,1.0,31.0,10.0,821.0,1111.0,23.0,20.0,29.0,4.0
Stefanos Kapino,Bundesliga,GK,25.0,2.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,37.0,50.0,0.0,0.0,0.0,0.0
Steffen Tigges,Bundesliga,"FW,MF",22.0,3.0,0.0,0.2,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0
Stephan Ambrosius,Bundesliga,DF,18.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,0.0,0.0,0.0,0.0
Stephan El Shaarawy,Serie A,FW,25.0,61.0,48.0,47.3,18.0,8.0,3.0,0.0,145.0,52.0,1518.0,1875.0,74.0,86.0,104.0,57.0
Stephan Lichtsteiner,Bundesliga,DF,35.0,61.0,48.0,44.199999999999996,0.0,3.0,14.0,1.0,6.0,0.0,1873.0,2423.0,19.0,32.0,24.0,8.0
Stephane Keller,La Liga,DF,19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,11.0,13.0,0.0,0.0,0.0,0.0
Stephane Omeonga,Serie A,MF,22.0,22.0,6.0,9.5,0.0,0.0,3.0,1.0,14.0,4.0,308.0,381.0,11.0,5.0,17.0,3.0
Stephen Ireland,Premier League,MF,30.0,4.0,1.0,1.5,0.0,0.0,1.0,0.0,3.0,0.0,57.0,70.0,1.0,0.0,0.0,0.0
Stephen Ward,Premier League,DF,32.0,31.0,31.0,29.8,1.0,1.0,2.0,0.0,6.0,2.0,957.0,1445.0,18.0,26.0,8.0,3.0
Stephy Mavididi,Ligue 1,FW,22.0,42.0,23.0,23.4,9.0,1.0,2.0,0.0,37.0,19.0,447.0,550.0,12.0,12.0,55.0,19.0
Stevan Jovetić,Ligue 1,"FW,MF",31.0,47.0,18.0,21.6,13.0,0.0,4.0,1.0,94.0,38.0,530.0,763.0,25.0,33.0,36.0,14.0
Steve Aldo One,La Liga,DF,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,22.0,0.0,0.0,0.0,0.0
Steve Cook,Premier League,DF,28.0,94.0,90.0,88.7,4.0,2.0,14.0,1.0,61.0,16.0,3208.0,4171.0,20.0,11.0,9.0,1.0
Steve Mandanda,Ligue 1,GK,35.0,107.0,107.0,104.5,0.0,0.0,3.0,2.0,0.0,0.0,2147.0,3143.0,0.0,1.0,2.0,0.0
Steve Mounié,Ligue 1,FW,26.0,77.0,56.0,55.400000000000006,14.0,7.0,5.0,1.0,150.0,64.0,932.0,1454.0,41.0,18.0,39.0,15.0
Steven Alzate,Premier League,MF,22.0,27.0,17.0,19.0,0.0,0.0,2.0,0.0,16.0,4.0,800.0,930.0,19.0,18.0,41.0,13.0
Steven Bergwijn,Premier League,"FW,MF",23.0,26.0,16.0,16.3,3.0,2.0,3.0,0.0,20.0,6.0,426.0,509.0,20.0,17.0,21.0,12.0
Steven Davis,Premier League,MF,33.0,26.0,18.0,18.0,3.0,1.0,0.0,0.0,15.0,5.0,931.0,1132.0,21.0,22.0,13.0,3.0
Steven Defour,Premier League,MF,30.0,30.0,30.0,27.2,1.0,1.0,6.0,0.0,19.0,7.0,1042.0,1289.0,20.0,25.0,17.0,3.0
Steven Fortes,Ligue 1,DF,28.0,14.0,9.0,10.600000000000001,0.0,0.0,3.0,0.0,2.0,0.0,460.0,544.0,2.0,0.0,1.0,0.0
Steven Moreira,Ligue 1,DF,24.0,27.0,26.0,25.0,0.0,0.0,5.0,2.0,13.0,1.0,879.0,1140.0,17.0,19.0,23.0,4.0
Steven Nzonzi,Ligue 1,MF,32.0,80.0,77.0,75.9,3.0,4.0,14.0,0.0,57.0,11.0,4810.0,5412.0,43.0,24.0,37.0,7.0
Steven Skrzybski,Bundesliga,FW,28.0,32.0,17.0,17.4,4.0,3.0,3.0,0.0,37.0,9.0,244.0,377.0,18.0,6.0,17.0,9.0
Steven Zuber,Bundesliga,DF,29.0,65.0,51.0,47.2,8.0,5.0,8.0,0.0,70.0,23.0,1752.0,2238.0,54.0,59.0,52.0,23.0
Stipe Perica,Serie A,FW,23.0,29.0,15.0,15.8,1.0,0.0,9.0,0.0,35.0,8.0,219.0,301.0,8.0,4.0,10.0,5.0
Stiven Mendoza,Ligue 1,"FW,MF",27.0,53.0,46.0,44.599999999999994,9.0,2.0,6.0,0.0,89.0,24.0,1033.0,1455.0,46.0,44.0,119.0,22.0
Stiven Plaza,La Liga,"FW,MF",19.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0
Stole Dimitrievski,La Liga,GK,24.0,21.0,21.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,430.0,648.0,0.0,1.0,0.0,0.0
Stoppila Sunzu,Ligue 1,DF,30.0,17.0,14.0,15.0,0.0,0.0,2.0,1.0,5.0,0.0,454.0,520.0,0.0,0.0,3.0,0.0
Strahinja Pavlović,Ligue 1,DF,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Strahinja Tanasijević,Serie A,DF,21.0,1.0,0.0,0.2,0.0,0.0,2.0,1.0,1.0,0.0,13.0,14.0,0.0,0.0,0.0,0.0
Streli Mamba,Bundesliga,FW,25.0,24.0,18.0,16.9,5.0,2.0,5.0,0.0,25.0,10.0,212.0,276.0,8.0,1.0,18.0,14.0
Stuart Armstrong,Premier League,MF,28.0,74.0,49.0,48.5,10.0,7.0,6.0,0.0,96.0,34.0,1385.0,1805.0,59.0,64.0,74.0,22.0
Stuart Dallas,Premier League,"DF,MF",29.0,18.0,18.0,17.9,3.0,1.0,3.0,0.0,20.0,8.0,1006.0,1226.0,10.0,17.0,13.0,7.0
Stéphane Bahoken,Ligue 1,FW,28.0,95.0,71.0,66.5,27.0,3.0,15.0,0.0,162.0,72.0,878.0,1269.0,58.0,37.0,47.0,48.0
Stéphane Darbion,Ligue 1,"FW,MF",33.0,23.0,20.0,18.9,3.0,2.0,2.0,0.0,19.0,7.0,515.0,692.0,15.0,32.0,10.0,5.0
Stéphane Diarra,Ligue 1,"FW,MF",22.0,9.0,2.0,1.9,0.0,0.0,1.0,0.0,2.0,2.0,50.0,68.0,4.0,5.0,3.0,0.0
Stéphane Mbia,Ligue 1,"DF,MF",32.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,171.0,193.0,1.0,0.0,0.0,0.0
Stéphane Ruffier,Ligue 1,GK,32.0,94.0,94.0,93.6,0.0,0.0,3.0,1.0,0.0,0.0,1702.0,2682.0,0.0,0.0,1.0,0.0
Stéphane Sessègnon,Ligue 1,MF,33.0,16.0,11.0,10.9,1.0,1.0,1.0,0.0,20.0,4.0,378.0,490.0,16.0,14.0,13.0,3.0
Suat Serdar,Bundesliga,MF,23.0,83.0,67.0,66.3,11.0,3.0,11.0,2.0,122.0,41.0,1388.0,1825.0,48.0,32.0,143.0,20.0
Suk Hyun-jun,Ligue 1,"FW,MF",28.0,61.0,21.0,25.7,10.0,1.0,11.0,0.0,65.0,21.0,277.0,531.0,22.0,10.0,19.0,10.0
Suleiman Abdullahi,Bundesliga,"FW,MF",22.0,6.0,1.0,1.7,1.0,0.0,1.0,0.0,6.0,3.0,18.0,40.0,1.0,2.0,3.0,2.0
Sullay Kaikai,Premier League,MF,21.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,3.0,0.0
Sulley Muntari,La Liga,MF,32.0,8.0,6.0,4.5,0.0,0.0,3.0,0.0,4.0,1.0,107.0,161.0,1.0,3.0,1.0,1.0
Suso,La Liga,FW,27.0,117.0,102.0,98.5,18.0,19.0,14.0,2.0,254.0,102.0,3789.0,5036.0,243.0,290.0,256.0,139.0
Svante Ingelsson,Serie A,"MF,DF",20.0,10.0,4.0,4.7,1.0,1.0,0.0,0.0,11.0,3.0,88.0,134.0,4.0,2.0,6.0,0.0
Sven Bender,Bundesliga,DF,31.0,97.0,95.0,85.4,4.0,1.0,7.0,0.0,46.0,12.0,5757.0,6354.0,14.0,12.0,19.0,3.0
Sven Botman,Ligue 1,DF,21.0,20.0,20.0,20.0,0.0,0.0,1.0,0.0,4.0,1.0,1209.0,1373.0,4.0,4.0,5.0,0.0
Sven Michel,Bundesliga,FW,29.0,29.0,13.0,15.3,5.0,1.0,7.0,0.0,43.0,19.0,235.0,371.0,21.0,7.0,31.0,8.0
Sven Schipplock,Bundesliga,"FW,MF",32.0,26.0,7.0,9.8,1.0,0.0,3.0,0.0,14.0,5.0,118.0,204.0,12.0,0.0,10.0,1.0
Sven Ulreich,Bundesliga,GK,30.0,39.0,38.0,38.4,0.0,0.0,2.0,0.0,0.0,0.0,961.0,1232.0,0.0,0.0,0.0,0.0
Sylvain Marveaux,Ligue 1,"MF,FW",34.0,9.0,2.0,2.2,0.0,0.0,0.0,0.0,5.0,1.0,69.0,85.0,1.0,0.0,4.0,2.0
Szymon Żurkowski,Serie A,MF,21.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0
Séamus Coleman,Premier League,DF,32.0,78.0,69.0,66.7,2.0,5.0,6.0,1.0,29.0,13.0,2687.0,3497.0,41.0,49.0,90.0,29.0
Sébastien Corchia,Ligue 1,DF,30.0,26.0,22.0,22.299999999999997,0.0,2.0,7.0,0.0,20.0,7.0,812.0,1095.0,26.0,19.0,25.0,9.0
Sébastien Haller,Premier League,FW,26.0,108.0,83.0,85.9,34.0,14.0,6.0,0.0,166.0,74.0,1663.0,2518.0,97.0,56.0,89.0,26.0
Tachi,La Liga,"DF,FW",23.0,10.0,3.0,4.800000000000001,0.0,0.0,4.0,1.0,1.0,0.0,115.0,161.0,1.0,0.0,0.0,0.0
Tahith Chong,Bundesliga,"FW,MF",21.0,18.0,4.0,5.1,0.0,1.0,1.0,0.0,12.0,2.0,108.0,165.0,5.0,4.0,14.0,7.0
Taiwo Awoniyi,Bundesliga,FW,23.0,27.0,17.0,16.1,6.0,1.0,1.0,0.0,32.0,13.0,203.0,293.0,18.0,5.0,29.0,13.0
Takashi Inui,La Liga,"MF,FW",32.0,100.0,85.0,78.39999999999999,10.0,6.0,6.0,0.0,158.0,53.0,1703.0,2291.0,56.0,61.0,101.0,66.0
Takashi Usami,Bundesliga,"FW,MF",26.0,19.0,10.0,9.8,1.0,2.0,1.0,0.0,27.0,8.0,192.0,274.0,15.0,11.0,16.0,7.0
Takefusa Kubo,La Liga,MF,19.0,50.0,26.0,30.2,4.0,4.0,6.0,1.0,66.0,33.0,653.0,916.0,43.0,40.0,94.0,51.0
Takehiro Tomiyasu,Serie A,DF,22.0,47.0,47.0,46.1,3.0,3.0,12.0,0.0,26.0,6.0,2203.0,2639.0,19.0,18.0,42.0,5.0
Takuma Asano,Bundesliga,"MF,FW",23.0,28.0,16.0,15.8,1.0,0.0,1.0,0.0,30.0,7.0,252.0,355.0,12.0,15.0,21.0,15.0
Takumi Minamino,Premier League,"MF,FW",26.0,18.0,4.0,6.0,1.0,0.0,0.0,0.0,15.0,5.0,205.0,244.0,1.0,6.0,12.0,4.0
Taleb Tawatha,Bundesliga,"DF,FW",26.0,16.0,5.0,6.300000000000001,0.0,1.0,1.0,0.0,3.0,0.0,182.0,273.0,7.0,5.0,3.0,0.0
Tammy Abraham,Premier League,FW,23.0,81.0,49.0,53.8,26.0,5.0,2.0,0.0,161.0,62.0,628.0,916.0,36.0,14.0,55.0,23.0
Tana,La Liga,"MF,FW",26.0,24.0,16.0,17.1,1.0,1.0,2.0,0.0,14.0,6.0,668.0,821.0,23.0,18.0,35.0,6.0
Tanguy Coulibaly,Bundesliga,"FW,DF",19.0,16.0,9.0,8.2,2.0,0.0,0.0,0.0,16.0,8.0,140.0,195.0,8.0,4.0,35.0,8.0
Tanguy Ndombele,Premier League,MF,24.0,106.0,88.0,80.6,6.0,13.0,13.0,0.0,83.0,23.0,4142.0,4752.0,119.0,86.0,205.0,25.0
Tariq Lamptey,Premier League,DF,20.0,20.0,18.0,16.700000000000003,1.0,2.0,6.0,1.0,8.0,2.0,575.0,749.0,16.0,19.0,42.0,19.0
Tatsuya Ito,Bundesliga,"MF,FW",20.0,20.0,12.0,11.2,0.0,2.0,1.0,0.0,12.0,3.0,295.0,391.0,12.0,22.0,34.0,22.0
Teemu Pukki,Premier League,FW,29.0,36.0,33.0,32.1,11.0,3.0,3.0,0.0,80.0,32.0,421.0,522.0,28.0,6.0,28.0,37.0
Terem Moffi,Ligue 1,FW,21.0,13.0,9.0,7.4,4.0,0.0,0.0,0.0,21.0,6.0,91.0,128.0,11.0,4.0,9.0,4.0
Terence Kongolo,Premier League,DF,24.0,48.0,46.0,44.7,1.0,1.0,4.0,0.0,17.0,4.0,1330.0,1812.0,13.0,17.0,23.0,6.0
